,Unnamed: 0,Title,Weekend Gross,Number of cinemas,Site average,Distributor,date
5,5,"Mary, Queen of Scots",526167.0,469.0,1121.8912579957355,Universal,10-02-2019
6,6,Escape Room,441358.0,347.0,1271.9250720461096,Sony Pictures,10-02-2019
7,7,Vice,330197.0,318.0,1038.3553459119496,eOne Films,10-02-2019
8,8,Mary Poppins Returns,275315.0,452.0,609.1039823008849,Disney,10-02-2019
9,9,All is True,266767.0,252.0,1058.5992063492065,Sony Pictures,10-02-2019
10,10,Can You Ever Forgive Me?,262204.0,252.0,1040.4920634920636,20th Century Fox,10-02-2019
11,11,If Beale Street Could Talk,252462.0,52.0,4855.038461538462,eOne Films,10-02-2019
12,12,The Favourite,248159.0,301.0,824.4485049833887,20th Century Fox,10-02-2019
13,13,Bohemian Rhapsody,243514.0,241.0,1010.4315352697096,20th Century Fox,10-02-2019
14,14,Stan and Ollie,204474.0,357.0,572.7563025210084,eOne Films,10-02-2019
0,0,Oz: The Great and Powerful,3712948.0,530.0,7005.562264150944,Disney,10-03-2013
1,1,Side Effects,904746.0,351.0,2577.623931623932,eOne Films,10-03-2013
2,2,Wreck-It Ralph,744683.0,503.0,1480.48310139165,Disney,10-03-2013
3,3,Parker,568777.0,301.0,1889.624584717608,eOne Films,10-03-2013
4,4,Mama,525672.0,373.0,1409.3083109919571,Universal,10-03-2013
5,5,Hansel and Gretel: Witch Hunters,507759.0,403.0,1259.9478908188585,Paramount,10-03-2013
6,6,Guilt Trip,432068.0,316.0,1367.3037974683543,Paramount,10-03-2013
7,7,Safe Haven,407293.0,388.0,1049.7242268041236,Momentum,10-03-2013
8,8,A Good Day to Die Hard,342415.0,321.0,1066.7133956386292,20th Century Fox,10-03-2013
9,9,Les Miserables,293893.0,278.0,1057.1690647482014,Universal,10-03-2013
10,10,Argo,197283.0,167.0,1181.3353293413174,Warner Bros,10-03-2013
11,11,Arbitrage,177655.0,127.0,1398.8582677165357,Koch Media,10-03-2013
12,12,Broken City,130185.0,233.0,558.7339055793991,StudioCanal,10-03-2013
13,13,Song for Marion,126295.0,326.0,387.4079754601227,eOne Films,10-03-2013
14,14,Robot & Frank,106346.0,73.0,1456.7945205479452,Momentum,10-03-2013
0,0,Captain Marvel,12750000.0,655.0,19465.648854961837,Disney,10-03-2019
1,1,Fighting With My Family,1026797.0,564.0,1820.5620567375888,Lionsgate,10-03-2019
2,2,The LEGO Movie 2,816200.291183875,599.0,1362.6048266842654,Warner Bros,10-03-2019
3,3,Instant Family,673286.0,483.0,1393.9668737060042,Paramount,10-03-2019
4,4,How to Train Your Dragon: The Hidden World,655248.0,569.0,1151.5782073813707,Universal,10-03-2019
5,5,Green Book,510848.0,485.0,1053.2948453608246,eOne Films,10-03-2019
6,6,The Aftermath,261294.0,523.0,499.6061185468451,20th Century Fox,10-03-2019
7,7,The Kid Who Would Be King,180376.0,418.0,431.52153110047846,20th Century Fox,10-03-2019
8,8,The Sleeping Beauty - Bolshoi Ballet 2019 (Ballet),176849.033523682,153.0,1155.8760361024968,Trafalgar,10-03-2019
9,9,Alita: Battle Angel,169459.0,291.0,582.3333333333334,20th Century Fox,10-03-2019
10,10,Cold Pursuit,135196.394106795,281.0,481.1259576754271,StudioCanal,10-03-2019
11,11,The Favourite,129946.0,253.0,513.6205533596838,20th Century Fox,10-03-2019
12,12,Everybody Knows,118080.0,54.0,2186.6666666666665,Universal,10-03-2019
13,13,Bohemian Rhapsody,116200.0,200.0,581.0,20th Century Fox,10-03-2019
14,14,On the Basis of Sex,97145.0,195.0,498.1794871794872,eOne Films,10-03-2019
0,0,Rio,1515853.0,522.0,2903.932950191571,20th Century Fox,10-04-2011
1,1,Source Code,848366.0,416.0,2039.3413461538464,Optimum,10-04-2011
2,2,Limitless,737417.0,394.0,1871.616751269036,Paramount,10-04-2011
3,3,HOP,611367.0,499.0,1225.1843687374749,Universal,10-04-2011
4,4,Sucker Punch,346399.0,392.0,883.670918367347,Warner Bros,10-04-2011
5,5,The Eagle,181823.0,342.0,531.6461988304094,Universal,10-04-2011
6,6,Thank You,160191.0,54.0,2966.5,UTV,10-04-2011
7,7,Unknown,135025.0,207.0,652.2946859903382,Optimum,10-04-2011
8,8,The Roommate,120365.0,227.0,530.2422907488987,Sony Pictures,10-04-2011
9,9,Mars Needs Mums,113559.0,303.0,374.7821782178218,Disney,10-04-2011
10,10,Anuvahood,106920.0,134.0,797.9104477611941,Revolver,10-04-2011
11,11,"Tomorrow, When the War Began",85841.0,205.0,418.73658536585367,Paramount,10-04-2011
12,12,The Lincoln Lawyer,79203.0,92.0,860.9021739130435,Entertainment,10-04-2011
13,13,Hall Pass,69453.0,105.0,661.4571428571429,Warner Bros,10-04-2011
14,14,Submarine,67279.0,65.0,1035.0615384615385,Optimum,10-04-2011
0,0,The Huntsman: Winter's War,3032962.0,524.0,5788.095419847328,Universal,10-04-2016
1,1,Zootropolis,2365457.0,601.0,3935.868552412645,Disney,10-04-2016
2,2,Batman v Superman: Dawn of Justice,2284293.29561647,567.0,4028.735971104885,Warner Bros,10-04-2016
3,3,Eddie the Eagle,1263945.0,607.0,2082.2817133443164,Lionsgate,10-04-2016
4,4,Kung Fu Panda 3,627959.0,532.0,1180.374060150376,20th Century Fox,10-04-2016
5,5,Midnight Special,497109.0,400.0,1242.7725,eOne Films,10-04-2016
6,6,My Big Fat Greek Wedding 2,349478.079138863,361.0,968.083321714302,Universal,10-04-2016
7,7,10 Cloverfield Lane,250035.281050119,285.0,877.3167756144526,Paramount,10-04-2016
8,8,London Has Fallen,206586.0,205.0,1007.7365853658536,Lionsgate,10-04-2016
9,9,Hardcore Henry,201827.00623789,314.0,642.7611663627071,Entertainment,10-04-2016
10,10,The Man Who Knew Infinity,147989.98854452,147.0,1006.7346159491156,Warner Bros,10-04-2016
11,11,Don Quixote - Bolshoi 2016 (Ballet),146390.165153364,191.0,766.4406552532147,Picture House Entertainment,10-04-2016
12,12,The Boy,142394.852502041,190.0,749.4465921160053,Entertainment,10-04-2016
13,13,Dheepan,139546.0,48.0,2907.208333333333,StudioCanal,10-04-2016
14,14,High-Rise,91508.0,93.0,983.956989247312,StudioCanal,10-04-2016
0,0,Fantastic Beasts: The Secrets Of Dumbledore,5884935.0,711.0,8277.0,Warner Bros,10-04-2022
1,1,Sonic The Hedgehog 2,2903034.0,685.0,4238.0,Paramount,10-04-2022
2,2,The Bad Guys,1120106.0,635.0,1764.0,Universal,10-04-2022
3,3,Morbius,740336.0,616.0,1202.0,Sony Pictures,10-04-2022
4,4,The Batman,623866.0,550.0,1134.0,Warner Bros,10-04-2022
5,5,Uncharted,109039.0,246.0,443.0,Sony Pictures,10-04-2022
6,6,The Outfit,96600.0,154.0,627.0,Universal,10-04-2022
7,7,Ambulance,89060.0,250.0,356.0,Universal,10-04-2022
8,8,The Worst Person In The World,88057.0,97.0,908.0,MUBI,10-04-2022
9,9,Sing 2,52927.0,252.0,210.0,Universal,10-04-2022
10,10,The Nan Movie,44178.0,129.0,342.0,Warner Bros,10-04-2022
11,11,Compartment No.6,42999.0,30.0,1433.0,Curzon,10-04-2022
12,12,Rabbit Academy,36996.0,326.0,113.0,Signature Entertainment,10-04-2022
13,13,The Duke,32494.0,93.0,349.0,Warner Bros,10-04-2022
14,14,The Phantom Of The Open,30772.0,136.0,226.0,eOne Films,10-04-2022
0,0,Star Trek,5950203.0,499.0,11924.254509018036,Paramount,10-05-2009
1,1,Coraline,2427244.0,392.0,6191.948979591837,Universal,10-05-2009
2,2,X-Men Origins: Wolverine,2226873.0,484.0,4600.977272727273,20th Century Fox,10-05-2009
3,3,The Hannah Montana Movie,1303759.0,416.0,3134.036057692308,Disney,10-05-2009
4,4,The Ghosts of Girlfriends Past,787285.0,382.0,2060.955497382199,Entertainment,10-05-2009
5,5,State of Play,585848.0,381.0,1537.6587926509187,Universal,10-05-2009
6,6,17 Again,289071.0,330.0,875.9727272727273,Entertainment,10-05-2009
7,7,Monsters vs. Aliens,281407.0,382.0,736.6675392670157,Paramount,10-05-2009
8,8,I Love You Man,211525.0,170.0,1244.264705882353,Paramount,10-05-2009
9,9,Fast & Furious,193666.0,275.0,704.24,Universal,10-05-2009
10,10,Cheri,120234.0,81.0,1484.3703703703704,Warner Bros,10-05-2009
11,11,In the Loop,109486.0,71.0,1542.056338028169,Optimum,10-05-2009
12,12,The Uninvited,70016.0,92.0,761.0434782608696,Paramount,10-05-2009
13,13,Is Anybody There?,54764.0,72.0,760.6111111111111,Optimum,10-05-2009
14,14,Madagascar: Escape 2 Africa,34943.0,219.0,159.55707762557077,Paramount,10-05-2009
0,0,Ocean's Thirteen,3021302.0,475.0,6361.0,Warner,10-06-2007
1,1,Pirates of the Caribbean: At World's End,2315951.0,530.0,4370.0,BVI,10-06-2007
2,2,Are We Done Yet?,419247.0,273.0,1536.0,Sony,10-06-2007
3,3,Wedding Daze,351114.0,346.0,1015.0,Pathé,10-06-2007
4,4,Spider-Man 3,241672.0,392.0,617.0,Sony,10-06-2007
5,5,Paradise Lost,185361.0,288.0,644.0,Lionsgate,10-06-2007
6,6,Zodiac,140545.0,168.0,837.0,Warner,10-06-2007
7,7,The Hitcher,78272.0,215.0,364.0,Universal,10-06-2007
8,8,28 Weeks Later,74444.0,133.0,560.0,20th Century Fox,10-06-2007
9,9,Bridge to Terabitha,62372.0,355.0,176.0,Icon,10-06-2007
10,10,Cheeni Cum,35911.0,34.0,1056.0,Eros,10-06-2007
11,11,Jindabyne,34024.0,32.0,1063.0,Revolver,10-06-2007
12,12,The Lives of Others,31611.0,32.0,988.0,Lionsgate,10-06-2007
13,13,Fool n Final,26907.0,19.0,1416.0,Tip Top,10-06-2007
14,14,Taking Liberties,21350.0,19.0,1124.0,Revolver,10-06-2007
0,0,Prometheus,3135504.0,536.0,5849.820895522388,20th Century Fox,10-06-2012
1,1,Men in Black 3,2533051.0,503.0,5035.886679920477,Sony Pictures,10-06-2012
2,2,Snow White and the Huntsman,2210929.0,488.0,4530.5922131147545,Universal,10-06-2012
3,3,The Pact,932325.0,310.0,3007.5,eOne Films,10-06-2012
4,4,Marvel Avengers Assemble,676678.0,380.0,1780.7315789473685,Disney,10-06-2012
5,5,Top Cat - The Movie,561793.0,446.0,1259.6255605381166,Vertigo,10-06-2012
6,6,The Dictator,452175.0,263.0,1719.296577946768,Paramount,10-06-2012
7,7,What to Expect When You're Expecting,445141.0,291.0,1529.6941580756013,Lions Gate,10-06-2012
8,8,Ill Manors,256288.0,191.0,1341.8219895287957,Paramount,10-06-2012
9,9,The Angels' Share,218674.0,95.0,2301.8315789473686,eOne Films,10-06-2012
10,10,Red Tails,193420.0,226.0,855.8407079646017,Momentum,10-06-2012
11,11,Moonrise Kingdom,169740.0,72.0,2357.5,Universal,10-06-2012
12,12,A Monster in Paris,133432.0,245.0,544.6204081632653,eOne Films,10-06-2012
13,13,American Pie: Reunion,103338.0,119.0,868.3865546218487,Universal,10-06-2012
14,14,Dark Shadows,76646.0,128.0,598.796875,Warner Bros,10-06-2012
0,0,Jurassic World: Fallen Kingdom,14334894.0,663.0,21621.25791855204,Universal,10-06-2018
1,1,Solo: A Star Wars Story,1192220.0,617.0,1932.2852512155591,Disney,10-06-2018
2,2,Deadpool 2,1182010.0,565.0,2092.0530973451328,20th Century Fox,10-06-2018
3,3,Book Club,507917.0,535.0,949.377570093458,Paramount,10-06-2018
4,4,Avengers: Infinity War,406119.0,433.0,937.919168591224,Disney,10-06-2018
5,5,Sherlock Gnomes,301555.0,571.0,528.1173380035026,Paramount,10-06-2018
6,6,Blade Runner: The Final Cut (Secret Cinema 2018),226459.0,1.0,226459.0,Warner Bros,10-06-2018
7,7,Show Dogs,201435.0,484.0,416.1880165289256,eOne Films,10-06-2018
8,8,Kaala,158275.0,67.0,2362.313432835821,Ayngaran,10-06-2018
9,9,McQueen,131278.0,63.0,2083.777777777778,Lionsgate,10-06-2018
10,10,Coppelia - Bolshoi 2018 (Ballet),96840.0,130.0,744.9230769230769,Trafalgar,10-06-2018
11,11,I Feel Pretty,96138.0,241.0,398.9128630705394,STX Entertainment,10-06-2018
12,12,Veere Di Wedding,92455.749999984,56.0,1650.995535714,Zee Studios,10-06-2018
13,13,On Chesil Beach,51016.0,169.0,301.8698224852071,Lionsgate,10-06-2018
14,14,Carry on Jatta 2,42250.0,20.0,2112.5,B4U Movies,10-06-2018
0,0,Transformers: Dark of the Moon,4750519.0,522.0,9100.611111111111,Paramount,10-07-2011
1,1,Bridesmaids,2227589.0,500.0,4455.178,Universal,10-07-2011
2,2,Kung Fu Panda,900739.0,509.0,1769.6247544204325,Paramount,10-07-2011
3,3,Bad Teacher,535626.0,389.0,1376.93059125964,Sony Pictures,10-07-2011
4,4,The Guard,473878.0,71.0,6674.338028169014,Element,10-07-2011
5,5,The Tree of Life,406062.0,75.0,5414.16,20th Century Fox,10-07-2011
6,6,The Hangover Part II,301450.0,275.0,1096.1818181818182,Warner Bros,10-07-2011
7,7,Larry Crowne,275593.0,368.0,748.8940217391304,Optimum,10-07-2011
8,8,X-Men: First Class,230143.0,261.0,881.7739463601532,20th Century Fox,10-07-2011
9,9,Green Lantern,217088.0,328.0,661.8536585365854,Warner Bros,10-07-2011
10,10,Pirates of the Caribbean: On Stranger Tides,183564.0,215.0,853.7860465116279,Disney,10-07-2011
11,11,Delhi Belly,101798.0,50.0,2035.96,UTV,10-07-2011
12,12,Diary of a Wimpy Kid: Rodrick Rules,89617.0,261.0,343.36015325670496,20th Century Fox,10-07-2011
13,13,Senna,75541.0,108.0,699.4537037037037,Universal,10-07-2011
14,14,A Separation,45892.0,25.0,1835.68,Artificial Eye,10-07-2011
0,0,The Secret Life of Pets,3624751.0,612.0,5922.795751633987,Universal,10-07-2016
1,1,The Legend of Tarzan,3570350.0,507.0,7042.110453648916,Warner Bros,10-07-2016
2,2,Now You See Me 2,2964641.0,483.0,6137.973084886128,eOne Films,10-07-2016
3,3,Absolutely Fabulous: The Movie,2316349.0,640.0,3619.2953125,20th Century Fox,10-07-2016
4,4,Central Intelligence,1342004.0,440.0,3050.009090909091,Universal,10-07-2016
5,5,Sultan,1048417.0,121.0,8664.603305785124,Yash Raj,10-07-2016
6,6,Independence Day: Resurgence,782975.0,487.0,1607.7515400410678,20th Century Fox,10-07-2016
7,7,The Conjuring 2: The Enfield Case,401155.0,352.0,1139.6448863636365,Warner Bros,10-07-2016
8,8,The Neon Demon,126996.0,120.0,1058.3,Icon,10-07-2016
9,9,Me Before You,126907.0,268.0,473.5335820895522,Warner Bros,10-07-2016
10,10,Maggie's Plan,102534.0,80.0,1281.675,Sony Pictures,10-07-2016
11,11,The Jungle Book,70891.0,224.0,316.47767857142856,Disney,10-07-2016
12,12,Zootropolis,65064.0,307.0,211.93485342019545,Disney,10-07-2016
13,13,The Nice Guys,49553.0,91.0,544.5384615384615,Icon,10-07-2016
14,14,Alice Through the Looking Glass,37526.0,129.0,290.8992248062016,Disney,10-07-2016
0,0,Thor: Love And Thunder,12283719.0,692.0,17751.0,Disney,10-07-2022
1,1,Minions: The Rise Of Gru,4327537.0,654.0,6617.0,Universal,10-07-2022
2,2,Elvis,1325853.0,733.0,1809.0,Warner Bros,10-07-2022
3,3,Top Gun: Maverick,1002495.0,646.0,1552.0,Paramount,10-07-2022
4,4,Jurassic World: Dominion,560166.0,538.0,1041.0,Universal,10-07-2022
5,5,Lightyear,227445.0,593.0,384.0,Disney,10-07-2022
6,6,The Black Phone,207588.0,360.0,577.0,Universal,10-07-2022
7,7,London Nahi Jaunga,92117.0,61.0,1510.0,Rising Star Entertainment,10-07-2022
8,8,Brian & Charles,71890.0,143.0,503.0,Universal,10-07-2022
9,9,Dr. Who: Classic Movie Double Bill,64730.0,326.0,199.0,StudioCanal,10-07-2022
10,10,"Good Luck To You, Leo Grande",27580.0,115.0,240.0,Lionsgate,10-07-2022
11,11,Everything Everywhere All At Once,19843.0,42.0,472.0,A24,10-07-2022
12,12,Jug Jugg Jeeyo,15283.0,31.0,493.0,Moviegoers,10-07-2022
13,13,Quaid-E-Azam Zindabad,14448.0,40.0,361.0,Seven Colours,10-07-2022
14,14,Sohreyan Da Pind Aa Gaya,14064.0,16.0,879.0,Zee Studios,10-07-2022
0,0,The Mummy: Tomb of the Dragon Emperor,4434650.0,477.0,9296.960167714884,Universal,10-08-2008
1,1,The Dark Knight,4090024.0,509.0,8035.410609037328,Warner Bros,10-08-2008
2,2,Mamma Mia!,2803272.0,519.0,5401.294797687861,Universal,10-08-2008
3,3,Wall·E,1405966.0,488.0,2881.0778688524592,Disney,10-08-2008
4,4,Make it Happen,505820.0,259.0,1952.972972972973,Optimum,10-08-2008
5,5,Singh is Kinng,493281.0,50.0,9865.62,Studio 18,10-08-2008
6,6,"Angus, Thongs and Perfect Snogging",453516.0,378.0,1199.7777777777778,Paramount,10-08-2008
7,7,Kung Fu Panda,419648.0,417.0,1006.3501199040768,Paramount,10-08-2008
8,8,Space Chimps,404179.0,317.0,1275.01261829653,Entertainment,10-08-2008
9,9,The X-Files: I Want to Believe,343336.0,395.0,869.2050632911393,20th Century Fox,10-08-2008
10,10,Hancock,180532.0,203.0,889.320197044335,Sony Pictures,10-08-2008
11,11,The Love Guru,146198.0,228.0,641.219298245614,Paramount,10-08-2008
12,12,The Fox and the Child,132441.0,257.0,515.3346303501945,Pathé,10-08-2008
13,13,Man on Wire,102818.0,43.0,2391.116279069768,Icon,10-08-2008
14,14,Journey to the Centre of the Earth,90523.0,80.0,1131.5375,Entertainment,10-08-2008
0,0,The Inbetweeners 2,12538114.0,509.0,24632.836935166997,Entertainment,10-08-2014
1,1,Guardians of the Galaxy,3332179.0,561.0,5939.713012477719,Disney,10-08-2014
2,2,Dawn of the Planet of the Apes,1743778.0,493.0,3537.075050709939,20th Century Fox,10-08-2014
3,3,Planes 2: Fire & Rescue,1041322.0,495.0,2103.680808080808,Disney,10-08-2014
4,4,How to Train Your Dragon 2,893792.0,489.0,1827.7955010224948,20th Century Fox,10-08-2014
5,5,Back to the Future (Re: 2014),522863.0,1.0,522863.0,Universal,10-08-2014
6,6,The Nut Job,458360.0,420.0,1091.3333333333333,Warner Bros,10-08-2014
7,7,Hercules,423677.0,361.0,1173.6204986149585,Paramount Pictures,10-08-2014
8,8,The Purge: Anarchy,320365.0,364.0,880.1236263736264,Universal,10-08-2014
9,9,Transformers: Age of Extinction,174300.0,186.0,937.0967741935484,Paramount Pictures,10-08-2014
10,10,Earth to Echo,152250.0,330.0,461.3636363636364,eOne Films,10-08-2014
11,11,Step Up 5: All In,150930.0,324.0,465.8333333333333,Universal,10-08-2014
12,12,Boyhood,143142.0,115.0,1244.713043478261,Universal,10-08-2014
13,13,It's Entertainment,124657.0,50.0,2493.14,B4U,10-08-2014
14,14,The House of Magic,118048.0,219.0,539.0319634703196,Studiocanal,10-08-2014
0,0,It,10002443.0,606.0,16505.681518151814,Warner Bros,10-09-2017
1,1,American Made,674106.422292731,504.0,1337.5127426443075,Universal,10-09-2017
2,2,Dunkirk,629435.0,502.0,1253.8545816733067,Warner Bros,10-09-2017
3,3,The Emoji Movie,546248.0,559.0,977.1878354203936,Sony Pictures,10-09-2017
4,4,The Hitman's Bodyguard,484936.0,442.0,1097.1402714932126,Lionsgate,10-09-2017
5,5,Wind River,437899.0,163.0,2686.496932515337,STX Entertainment,10-09-2017
6,6,Despicable Me 3,380436.358494232,502.0,757.8413515821354,Universal,10-09-2017
7,7,Logan Lucky,373417.059940295,481.0,776.3348439507173,StudioCanal,10-09-2017
8,8,The Limehouse Golem,237824.0,357.0,666.1736694677871,Lionsgate,10-09-2017
9,9,Detroit,228950.0,414.0,553.0193236714975,eOne Films,10-09-2017
10,10,Girls Trip,175833.0,215.0,817.8279069767442,Universal,10-09-2017
11,11,Annabelle: Creation,164157.847255573,344.0,477.203044347596,Warner Bros,10-09-2017
12,12,Cars 3,163383.0,433.0,377.32794457274827,Disney,10-09-2017
13,13,Captain Underpants,163115.0,402.0,405.7587064676617,20th Century Fox,10-09-2017
14,14,God's Own Country,133636.0,101.0,1323.128712871287,Picture House Entertainment,10-09-2017
0,0,Wall Street: Money Never Sleeps,1784309.0,444.0,4019.0,20th Century Fox,10-10-2010
1,1,Life As We Know It,985558.0,395.0,2495.0,Warner Bros,10-10-2010
2,2,The Death and Life of Charlie St Cloud,643368.0,376.0,1711.0,Universal,10-10-2010
3,3,The Other Guys,637022.0,400.0,1593.0,Sony Pictures,10-10-2010
4,4,The Town,582953.0,326.0,1788.0,Warner Bros,10-10-2010
5,5,3-D The Hole,507254.0,325.0,1561.0,Eone,10-10-2010
6,6,Made in Dagenham,507161.0,357.0,1421.0,Paramount,10-10-2010
7,7,Eat Pray Love,403938.0,388.0,1041.0,Sony Pictures,10-10-2010
8,8,Buried,327028.0,283.0,1156.0,Icon,10-10-2010
9,9,Toy Story 3,261359.0,399.0,655.0,Disney,10-10-2010
10,10,Mr Nice,239844.0,102.0,2351.0,Eone,10-10-2010
11,11,Marmaduke,204933.0,367.0,558.0,20th Century Fox,10-10-2010
12,12,Back to the Future (Re),195352.0,262.0,746.0,Universal,10-10-2010
13,13,Diary of a Wimpy Kid,146449.0,315.0,465.0,20th Century Fox,10-10-2010
14,14,Grown Ups,138016.0,180.0,767.0,Sony Pictures,10-10-2010
0,0,No Time To Die,15235947.0,778.0,19583.0,Universal,10-10-2021
1,1,The Addams Family 2,2009785.0,598.0,3361.0,Universal,10-10-2021
2,2,Shang Chi And The Legend Of The Ten Rings,558408.0,495.0,1128.0,Disney,10-10-2021
3,3,The Paw Patrol Movie,125902.0,462.0,273.0,Paramount,10-10-2021
4,4,The Many Saints Of Newark,125404.0,390.0,322.0,Warner Bros,10-10-2021
5,5,Free Guy,108567.0,323.0,336.0,Disney,10-10-2021
6,6,Candyman,73892.0,182.0,406.0,Universal,10-10-2021
7,7,Chal Mera Putt 3,68129.0,42.0,1622.0,Rhythm Boyz Entertainment/Fountain Films,10-10-2021
8,8,Deadly Cuts,51195.0,78.0,656.0,Wildcard,10-10-2021
9,9,Respect,41828.0,126.0,332.0,Universal,10-10-2021
10,10,The Croods 2: A New Age,35847.0,245.0,146.0,Universal,10-10-2021
11,11,The Green Knight,32355.0,78.0,415.0,Entertainment,10-10-2021
12,12,Boris Godunov - Met Opera 2021 (Opera),29679.0,81.0,366.0,Trafalgar,10-10-2021
13,13,Spirit Untamed,28458.0,314.0,91.0,Universal,10-10-2021
14,14,Malignant,24737.0,66.0,375.0,Warner Bros,10-10-2021
0,0,Gravity,6238375.0,539.0,11573.979591836734,Warner Bros,10-11-2013
1,1,Thor: The Dark World,2979564.0,520.0,5729.930769230769,Disney,10-11-2013
2,2,Philomena,1407318.0,527.0,2670.4326375711576,20th Century Fox,10-11-2013
3,3,Captain Phillips,1063974.0,464.0,2293.0474137931037,Sony Pictures,10-11-2013
4,4,Cloudy With A Chance of Meatballs 2,946924.0,514.0,1842.2645914396887,Sony Pictures,10-11-2013
5,5,Jackass Presents: Bad Grandpa,675311.0,358.0,1886.3435754189943,Paramount,10-11-2013
6,6,Turbo,576827.0,505.0,1142.2316831683167,20th Century Fox,10-11-2013
7,7,Ender's Game,173541.0,311.0,558.0096463022508,eOne,10-11-2013
8,8,Krrish 3,147633.0,70.0,2109.042857142857,Eros,10-11-2013
9,9,One Chance,133816.0,239.0,559.8995815899582,Entertainment,10-11-2013
10,10,Escape Plan,93164.0,143.0,651.4965034965035,eOne,10-11-2013
11,11,Sunshine on Leith,73992.0,80.0,924.9,Entertainment,10-11-2013
12,12,Blue Jasmine,58934.0,64.0,920.84375,Warner Bros,10-11-2013
13,13,Prisoners,54529.0,84.0,649.1547619047619,eOne,10-11-2013
